relationship_id,layer,source_entity_id,relationship_type,target_entity_id,relationship_scope,evidence_basis,provenance_class,verification_status,confidence,rationale,source_id,secondary_source_ids,properties_json
r_prac_eng_define_has_4,L2,prac_eng_define,has_progression_level,prog_prac_eng_define_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_define_L3_next,L2,prog_prac_eng_define_L3,next_level,prog_prac_eng_define_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_criteria_has_1,L2,prac_eng_criteria,has_progression_level,prog_prac_eng_criteria_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_criteria_has_2,L2,prac_eng_criteria,has_progression_level,prog_prac_eng_criteria_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_criteria_L1_next,L2,prog_prac_eng_criteria_L1,next_level,prog_prac_eng_criteria_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_criteria_has_3,L2,prac_eng_criteria,has_progression_level,prog_prac_eng_criteria_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_criteria_L2_next,L2,prog_prac_eng_criteria_L2,next_level,prog_prac_eng_criteria_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_criteria_has_4,L2,prac_eng_criteria,has_progression_level,prog_prac_eng_criteria_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_criteria_L3_next,L2,prog_prac_eng_criteria_L3,next_level,prog_prac_eng_criteria_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_ideate_has_1,L2,prac_eng_ideate,has_progression_level,prog_prac_eng_ideate_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_ideate_has_2,L2,prac_eng_ideate,has_progression_level,prog_prac_eng_ideate_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_ideate_L1_next,L2,prog_prac_eng_ideate_L1,next_level,prog_prac_eng_ideate_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_ideate_has_3,L2,prac_eng_ideate,has_progression_level,prog_prac_eng_ideate_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_ideate_L2_next,L2,prog_prac_eng_ideate_L2,next_level,prog_prac_eng_ideate_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_ideate_has_4,L2,prac_eng_ideate,has_progression_level,prog_prac_eng_ideate_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_ideate_L3_next,L2,prog_prac_eng_ideate_L3,next_level,prog_prac_eng_ideate_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_modelproto_has_1,L2,prac_eng_modelproto,has_progression_level,prog_prac_eng_modelproto_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_modelproto_has_2,L2,prac_eng_modelproto,has_progression_level,prog_prac_eng_modelproto_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_modelproto_L1_next,L2,prog_prac_eng_modelproto_L1,next_level,prog_prac_eng_modelproto_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_modelproto_has_3,L2,prac_eng_modelproto,has_progression_level,prog_prac_eng_modelproto_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_modelproto_L2_next,L2,prog_prac_eng_modelproto_L2,next_level,prog_prac_eng_modelproto_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_modelproto_has_4,L2,prac_eng_modelproto,has_progression_level,prog_prac_eng_modelproto_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_modelproto_L3_next,L2,prog_prac_eng_modelproto_L3,next_level,prog_prac_eng_modelproto_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_test_has_1,L2,prac_eng_test,has_progression_level,prog_prac_eng_test_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_test_has_2,L2,prac_eng_test,has_progression_level,prog_prac_eng_test_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_test_L1_next,L2,prog_prac_eng_test_L1,next_level,prog_prac_eng_test_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_test_has_3,L2,prac_eng_test,has_progression_level,prog_prac_eng_test_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_test_L2_next,L2,prog_prac_eng_test_L2,next_level,prog_prac_eng_test_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_test_has_4,L2,prac_eng_test,has_progression_level,prog_prac_eng_test_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_test_L3_next,L2,prog_prac_eng_test_L3,next_level,prog_prac_eng_test_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_iterate_has_1,L2,prac_eng_iterate,has_progression_level,prog_prac_eng_iterate_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_iterate_has_2,L2,prac_eng_iterate,has_progression_level,prog_prac_eng_iterate_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_iterate_L1_next,L2,prog_prac_eng_iterate_L1,next_level,prog_prac_eng_iterate_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_iterate_has_3,L2,prac_eng_iterate,has_progression_level,prog_prac_eng_iterate_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_iterate_L2_next,L2,prog_prac_eng_iterate_L2,next_level,prog_prac_eng_iterate_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_iterate_has_4,L2,prac_eng_iterate,has_progression_level,prog_prac_eng_iterate_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_iterate_L3_next,L2,prog_prac_eng_iterate_L3,next_level,prog_prac_eng_iterate_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_tradeoffs_has_1,L2,prac_eng_tradeoffs,has_progression_level,prog_prac_eng_tradeoffs_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_tradeoffs_has_2,L2,prac_eng_tradeoffs,has_progression_level,prog_prac_eng_tradeoffs_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_tradeoffs_L1_next,L2,prog_prac_eng_tradeoffs_L1,next_level,prog_prac_eng_tradeoffs_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_tradeoffs_has_3,L2,prac_eng_tradeoffs,has_progression_level,prog_prac_eng_tradeoffs_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_tradeoffs_L2_next,L2,prog_prac_eng_tradeoffs_L2,next_level,prog_prac_eng_tradeoffs_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_tradeoffs_has_4,L2,prac_eng_tradeoffs,has_progression_level,prog_prac_eng_tradeoffs_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_tradeoffs_L3_next,L2,prog_prac_eng_tradeoffs_L3,next_level,prog_prac_eng_tradeoffs_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_argument_has_1,L2,prac_eng_argument,has_progression_level,prog_prac_eng_argument_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_argument_has_2,L2,prac_eng_argument,has_progression_level,prog_prac_eng_argument_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_argument_L1_next,L2,prog_prac_eng_argument_L1,next_level,prog_prac_eng_argument_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_argument_has_3,L2,prac_eng_argument,has_progression_level,prog_prac_eng_argument_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_argument_L2_next,L2,prog_prac_eng_argument_L2,next_level,prog_prac_eng_argument_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_argument_has_4,L2,prac_eng_argument,has_progression_level,prog_prac_eng_argument_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_argument_L3_next,L2,prog_prac_eng_argument_L3,next_level,prog_prac_eng_argument_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_communicate_has_1,L2,prac_eng_communicate,has_progression_level,prog_prac_eng_communicate_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_communicate_has_2,L2,prac_eng_communicate,has_progression_level,prog_prac_eng_communicate_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_communicate_L1_next,L2,prog_prac_eng_communicate_L1,next_level,prog_prac_eng_communicate_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_communicate_has_3,L2,prac_eng_communicate,has_progression_level,prog_prac_eng_communicate_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_communicate_L2_next,L2,prog_prac_eng_communicate_L2,next_level,prog_prac_eng_communicate_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_communicate_has_4,L2,prac_eng_communicate,has_progression_level,prog_prac_eng_communicate_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_communicate_L3_next,L2,prog_prac_eng_communicate_L3,next_level,prog_prac_eng_communicate_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_systems_has_1,L2,prac_eng_systems,has_progression_level,prog_prac_eng_systems_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_systems_has_2,L2,prac_eng_systems,has_progression_level,prog_prac_eng_systems_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_systems_L1_next,L2,prog_prac_eng_systems_L1,next_level,prog_prac_eng_systems_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_systems_has_3,L2,prac_eng_systems,has_progression_level,prog_prac_eng_systems_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_systems_L2_next,L2,prog_prac_eng_systems_L2,next_level,prog_prac_eng_systems_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_eng_systems_has_4,L2,prac_eng_systems,has_progression_level,prog_prac_eng_systems_L4,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_nrc_framework,,"{""official_relation"":false}"
r_prog_prac_eng_systems_L3_next,L2,prog_prac_eng_systems_L3,next_level,prog_prac_eng_systems_L4,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_nrc_framework,,"{""official_relation"":false}"
r_prac_math_make_sense_has_1,L2,prac_math_make_sense,has_progression_level,prog_prac_math_make_sense_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_make_sense_has_2,L2,prac_math_make_sense,has_progression_level,prog_prac_math_make_sense_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_make_sense_L1_next,L2,prog_prac_math_make_sense_L1,next_level,prog_prac_math_make_sense_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_make_sense_has_3,L2,prac_math_make_sense,has_progression_level,prog_prac_math_make_sense_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_make_sense_L2_next,L2,prog_prac_math_make_sense_L2,next_level,prog_prac_math_make_sense_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_reason_abstract_has_1,L2,prac_math_reason_abstract,has_progression_level,prog_prac_math_reason_abstract_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_reason_abstract_has_2,L2,prac_math_reason_abstract,has_progression_level,prog_prac_math_reason_abstract_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_reason_abstract_L1_next,L2,prog_prac_math_reason_abstract_L1,next_level,prog_prac_math_reason_abstract_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_reason_abstract_has_3,L2,prac_math_reason_abstract,has_progression_level,prog_prac_math_reason_abstract_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_reason_abstract_L2_next,L2,prog_prac_math_reason_abstract_L2,next_level,prog_prac_math_reason_abstract_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_argument_has_1,L2,prac_math_argument,has_progression_level,prog_prac_math_argument_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_argument_has_2,L2,prac_math_argument,has_progression_level,prog_prac_math_argument_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_argument_L1_next,L2,prog_prac_math_argument_L1,next_level,prog_prac_math_argument_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_argument_has_3,L2,prac_math_argument,has_progression_level,prog_prac_math_argument_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_argument_L2_next,L2,prog_prac_math_argument_L2,next_level,prog_prac_math_argument_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_model_has_1,L2,prac_math_model,has_progression_level,prog_prac_math_model_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_model_has_2,L2,prac_math_model,has_progression_level,prog_prac_math_model_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_model_L1_next,L2,prog_prac_math_model_L1,next_level,prog_prac_math_model_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_model_has_3,L2,prac_math_model,has_progression_level,prog_prac_math_model_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_model_L2_next,L2,prog_prac_math_model_L2,next_level,prog_prac_math_model_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_tools_has_1,L2,prac_math_tools,has_progression_level,prog_prac_math_tools_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_tools_has_2,L2,prac_math_tools,has_progression_level,prog_prac_math_tools_L2,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_tools_L1_next,L2,prog_prac_math_tools_L1,next_level,prog_prac_math_tools_L2,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_tools_has_3,L2,prac_math_tools,has_progression_level,prog_prac_math_tools_L3,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
r_prog_prac_math_tools_L2_next,L2,prog_prac_math_tools_L2,next_level,prog_prac_math_tools_L3,progression,ordered_progression,expert_synthesis,needs_expert_review,0.85,Orden propuesto de sofisticación creciente; no implica secuencia rígida ni etiqueta permanente.,src_ccss_math,,"{""official_relation"":false}"
r_prac_math_precision_has_1,L2,prac_math_precision,has_progression_level,prog_prac_math_precision_L1,progression,erandi_progression_synthesis,expert_synthesis,needs_expert_review,0.72,Progresión de Erandi: útil para razonamiento y prototipo; no se presenta como progresión oficial del marco fuente.,src_ccss_math,,"{""official_relation"":false}"
